container,Match,Container,Pallet,notes,Created TS
00008178101114038661,TRUE,TRUE,TRUE,,3/3/2021 8:54:01 AM
00008178101114038715,TRUE,TRUE,TRUE,,3/2/2021 8:29:30 AM
00008178101114039125,TRUE,TRUE,TRUE,,3/3/2021 11:18:41 AM
00008178101114039156,TRUE,TRUE,TRUE,,3/3/2021 1:23:24 PM
00008178101114039248,TRUE,TRUE,TRUE,,3/3/2021 12:21:56 PM
00008178101114039279,TRUE,TRUE,TRUE,,3/3/2021 2:23:43 PM
00008178101114039286,TRUE,TRUE,TRUE,,3/3/2021 11:19:43 AM
00008178101114039354,TRUE,TRUE,TRUE,,3/3/2021 1:23:05 PM
00008178101114039521,TRUE,TRUE,TRUE,,3/2/2021 2:06:51 PM
00008178101114039637,TRUE,TRUE,TRUE,,3/3/2021 8:53:21 AM
00008178101114040589,TRUE,TRUE,TRUE,,3/3/2021 8:55:05 AM
00008178101114041982,TRUE,TRUE,TRUE,,3/2/2021 8:38:36 AM
00008178101114042491,TRUE,TRUE,TRUE,,3/1/2021 1:50:18 PM
00008178101114042644,TRUE,TRUE,TRUE,,3/1/2021 8:37:04 AM
00008178101114042804,TRUE,TRUE,TRUE,,3/1/2021 12:11:40 PM
00008178101114042941,TRUE,TRUE,TRUE,,3/2/2021 5:56:42 AM
00008178101114043047,TRUE,TRUE,TRUE,,3/1/2021 1:48:29 PM
00008178101114043214,TRUE,TRUE,TRUE,,3/1/2021 12:13:51 PM
00008178101114043221,TRUE,TRUE,TRUE,,3/2/2021 5:55:25 AM
00008178101114043290,TRUE,TRUE,TRUE,,3/1/2021 8:39:55 AM
00008178101114043504,TRUE,TRUE,TRUE,,3/2/2021 11:14:37 AM
00008178101114044280,TRUE,TRUE,TRUE,,3/3/2021 8:52:36 AM
00008178101114044853,TRUE,TRUE,TRUE,,3/3/2021 8:52:22 AM
00008178101114045164,TRUE,TRUE,TRUE,,3/2/2021 2:04:18 PM
00008178101114046048,TRUE,TRUE,TRUE,,3/2/2021 2:06:35 PM
00008178101114049575,TRUE,TRUE,TRUE,,3/3/2021 1:24:12 PM
00008178101114049780,TRUE,TRUE,TRUE,,3/3/2021 11:20:52 AM
00008178101114050595,TRUE,TRUE,TRUE,,3/3/2021 8:49:39 AM
00008178101114053220,TRUE,TRUE,TRUE,,3/2/2021 11:08:59 AM
00008178101114053305,TRUE,TRUE,TRUE,,3/2/2021 11:07:38 AM
00008178101114054333,TRUE,TRUE,TRUE,,3/3/2021 12:16:43 PM
00008178101114055620,TRUE,TRUE,TRUE,,3/3/2021 3:18:24 PM
00008178101114055644,TRUE,TRUE,TRUE,,3/3/2021 2:23:23 PM
00008178101114055705,TRUE,TRUE,TRUE,,3/3/2021 11:18:21 AM
00008178101114055798,TRUE,TRUE,TRUE,,3/3/2021 8:48:50 AM
00008178101114056009,TRUE,TRUE,TRUE,,3/3/2021 11:14:12 AM
00008178101114056108,TRUE,TRUE,TRUE,,3/2/2021 2:00:28 PM
00008178101114057839,TRUE,TRUE,TRUE,,3/2/2021 11:05:34 AM
00008178101114058690,TRUE,TRUE,TRUE,,3/3/2021 12:17:42 PM
00008178101114058898,TRUE,TRUE,TRUE,,3/3/2021 11:13:12 AM
00008178101114059284,TRUE,TRUE,TRUE,,3/2/2021 11:07:06 AM
00008178101114060129,TRUE,TRUE,TRUE,,3/2/2021 2:03:31 PM
00008178101114061577,TRUE,TRUE,TRUE,,3/3/2021 1:20:37 PM
00008178101114061669,TRUE,TRUE,TRUE,,3/3/2021 11:12:29 AM
00008178101114061683,TRUE,TRUE,TRUE,,3/3/2021 2:21:44 PM
00008178101114061706,TRUE,TRUE,TRUE,,3/3/2021 3:15:20 PM
00008178101114061751,TRUE,TRUE,TRUE,,3/3/2021 12:17:07 PM
00008178101114061881,TRUE,TRUE,TRUE,,3/3/2021 12:22:21 PM
00008178101114062017,TRUE,TRUE,TRUE,,3/3/2021 1:23:51 PM
00008178101114062031,TRUE,TRUE,TRUE,,3/3/2021 2:24:09 PM
00008178101114062123,TRUE,TRUE,TRUE,,3/3/2021 3:18:51 PM
00008178101114062321,TRUE,TRUE,TRUE,,3/3/2021 11:20:23 AM
00008178101114065605,TRUE,TRUE,TRUE,,3/3/2021 11:15:07 AM
00008178101114065742,TRUE,TRUE,TRUE,,3/3/2021 8:48:01 AM
00008178101114065827,TRUE,TRUE,TRUE,,3/3/2021 8:50:44 AM
00008178101114066091,TRUE,TRUE,TRUE,,3/3/2021 12:18:50 PM
00008178101114066206,TRUE,TRUE,TRUE,,3/3/2021 1:21:39 PM
00008178101114066725,TRUE,TRUE,TRUE,,3/3/2021 1:20:23 PM
00008178101114067647,TRUE,TRUE,TRUE,,3/3/2021 11:14:35 AM
00008178101114067821,TRUE,TRUE,TRUE,,3/3/2021 8:50:18 AM
00008178101114067876,TRUE,TRUE,TRUE,,3/3/2021 2:22:07 PM
00008178101114068149,TRUE,TRUE,TRUE,,3/3/2021 3:17:07 PM
00008178101114068255,TRUE,TRUE,TRUE,,3/3/2021 11:17:48 AM
00008178101114068507,TRUE,TRUE,TRUE,,3/3/2021 8:51:25 AM
00008178101114068927,TRUE,TRUE,TRUE,,3/3/2021 3:15:55 PM
00008178101114069221,TRUE,TRUE,TRUE,,3/3/2021 1:24:57 PM
00008178101114069238,TRUE,TRUE,TRUE,,3/3/2021 3:19:36 PM
00008178101114069283,TRUE,TRUE,TRUE,,3/3/2021 12:23:11 PM
00008178101114069313,TRUE,TRUE,TRUE,,3/3/2021 2:24:47 PM
00008178101114069634,TRUE,TRUE,TRUE,,3/3/2021 11:15:40 AM
00008178101114069665,TRUE,TRUE,TRUE,,3/3/2021 8:51:04 AM
00008178101114070463,TRUE,TRUE,TRUE,,3/2/2021 2:02:05 PM
00008178101114071088,TRUE,TRUE,TRUE,,3/3/2021 12:20:50 PM
00008178101114071293,TRUE,TRUE,TRUE,,3/3/2021 2:23:09 PM
00008178101114071392,TRUE,TRUE,TRUE,,3/3/2021 11:13:55 AM
00008178101114071507,TRUE,TRUE,TRUE,,3/3/2021 2:22:33 PM
00008178101114071552,TRUE,TRUE,TRUE,,3/3/2021 1:21:15 PM
00008178101114071705,TRUE,TRUE,TRUE,,3/3/2021 12:18:14 PM
00008178101114071767,TRUE,TRUE,TRUE,,3/2/2021 2:05:47 PM
00008178101114072535,TRUE,TRUE,TRUE,,3/3/2021 8:53:41 AM
00008178101114072788,TRUE,TRUE,TRUE,,3/2/2021 2:02:51 PM
00008178101114074898,TRUE,TRUE,TRUE,,3/3/2021 8:56:25 AM
00008178101114075543,TRUE,TRUE,TRUE,,3/3/2021 12:21:15 PM
00008178101114076151,TRUE,TRUE,TRUE,,3/3/2021 11:15:23 AM
00008178101114076236,TRUE,TRUE,TRUE,,3/3/2021 12:17:59 PM
00008178101114076519,TRUE,TRUE,TRUE,,3/3/2021 11:12:54 AM
00008178101114076663,TRUE,TRUE,TRUE,,3/3/2021 12:22:45 PM
00008178101114080257,TRUE,TRUE,TRUE,,3/3/2021 12:23:27 PM
00008178101114080417,TRUE,TRUE,TRUE,,3/3/2021 1:22:37 PM
00008178101114080608,TRUE,TRUE,TRUE,,3/3/2021 3:19:12 PM
00008178101114080806,TRUE,TRUE,TRUE,,3/3/2021 12:21:31 PM
00008178101114080967,TRUE,TRUE,TRUE,,3/3/2021 1:24:38 PM
00008178101114081001,TRUE,TRUE,TRUE,,3/3/2021 11:21:13 AM
00008178101114082411,TRUE,TRUE,TRUE,,3/2/2021 11:08:20 AM
00008178101114105912,TRUE,TRUE,TRUE,,3/2/2021 2:18:38 PM
00008178101114107596,TRUE,TRUE,TRUE,,3/2/2021 2:05:00 PM
00008178101114107930,FALSE,TRUE,TRUE,,3/1/2021 1:56:32 PM
00008178101114107992,TRUE,TRUE,TRUE,,3/1/2021 1:38:35 PM
00008178101114110756,TRUE,TRUE,TRUE,,3/1/2021 1:50:58 PM
00008178101114111500,FALSE,TRUE,TRUE,,3/2/2021 5:47:25 AM
00008178101114112750,TRUE,TRUE,TRUE,,3/3/2021 11:17:29 AM
00008178101114128720,TRUE,TRUE,TRUE,,3/3/2021 3:16:39 PM
00008178101114145345,TRUE,TRUE,TRUE,,3/1/2021 1:53:04 PM
00008178101114145383,TRUE,TRUE,TRUE,,3/1/2021 1:44:11 PM
00008178101114147004,TRUE,TRUE,TRUE,,3/3/2021 12:20:37 PM
00008178101114157676,TRUE,TRUE,TRUE,,3/3/2021 3:17:34 PM
00008178101114157768,TRUE,TRUE,TRUE,,3/3/2021 11:19:03 AM
00008178101114158604,TRUE,TRUE,TRUE,,3/3/2021 2:24:30 PM
00008178101114189769,TRUE,TRUE,TRUE,,3/2/2021 11:04:51 AM
00008178101114189806,TRUE,TRUE,TRUE,,3/3/2021 8:55:41 AM
00008178101114190833,TRUE,TRUE,TRUE,,3/3/2021 1:22:16 PM
00008178101114197757,TRUE,TRUE,TRUE,,3/3/2021 8:51:57 AM
00008178101114208491,TRUE,TRUE,TRUE,,3/2/2021 11:25:23 AM
00008178101114208514,TRUE,TRUE,TRUE,,3/2/2021 2:07:27 PM
00008178101114208712,TRUE,TRUE,TRUE,,3/2/2021 11:09:56 AM
00008178101114208750,TRUE,TRUE,TRUE,,3/3/2021 8:57:08 AM
00008178101114208873,TRUE,TRUE,TRUE,,3/2/2021 11:24:04 AM
00008178101114208903,TRUE,TRUE,TRUE,,3/2/2021 2:26:59 PM
00008178101114209009,TRUE,TRUE,TRUE,,3/2/2021 2:25:20 PM
00008178101114210159,TRUE,TRUE,TRUE,,3/2/2021 2:19:09 PM
00008178101114210241,TRUE,TRUE,TRUE,,3/2/2021 2:07:50 PM
00008178101114210890,TRUE,TRUE,TRUE,,3/2/2021 11:11:28 AM
00008178101114210951,TRUE,TRUE,TRUE,,3/3/2021 8:58:24 AM
00008178101114211286,TRUE,TRUE,TRUE,,3/3/2021 8:59:22 AM
00008178101114211361,TRUE,TRUE,TRUE,,3/2/2021 11:20:07 AM
00008178101114211378,TRUE,TRUE,TRUE,,3/3/2021 11:23:10 AM
00008178101114211385,TRUE,TRUE,TRUE,,3/2/2021 2:17:51 PM
00008178101114211453,TRUE,TRUE,FALSE,,3/2/2021 11:19:28 AM
00008178101114211484,TRUE,TRUE,TRUE,,3/2/2021 2:20:41 PM
00008178101114211804,TRUE,TRUE,TRUE,,3/3/2021 8:58:57 AM
00008178101114212283,TRUE,TRUE,TRUE,,3/2/2021 11:24:51 AM
00008178101114212627,TRUE,TRUE,TRUE,,3/3/2021 9:02:46 AM
00008178101114212672,TRUE,TRUE,TRUE,,3/2/2021 2:27:34 PM
00008178101114212887,TRUE,TRUE,TRUE,,3/2/2021 11:23:39 AM
00008178101114212955,TRUE,TRUE,TRUE,,3/2/2021 2:21:14 PM
00008178101114213617,TRUE,TRUE,TRUE,,3/2/2021 2:19:56 PM
00008178101114213785,TRUE,TRUE,TRUE,,3/2/2021 11:18:34 AM
00008178101114235534,TRUE,TRUE,TRUE,,3/3/2021 8:54:42 AM
00008178101114235541,TRUE,TRUE,TRUE,,3/2/2021 2:06:13 PM
00008178101114235619,TRUE,TRUE,TRUE,,3/3/2021 11:21:45 AM
00008178101114235695,TRUE,TRUE,TRUE,,3/3/2021 12:24:01 PM
00008178101114235978,TRUE,TRUE,TRUE,,3/3/2021 9:04:29 AM
00008178101114236319,TRUE,TRUE,TRUE,,3/2/2021 2:01:08 PM
00008178101114240644,TRUE,TRUE,TRUE,,3/3/2021 12:17:24 PM
00008178101114240989,TRUE,TRUE,TRUE,,3/3/2021 1:20:58 PM
00008178101114241122,TRUE,TRUE,TRUE,,3/3/2021 11:13:35 AM
00008178101114243263,TRUE,TRUE,TRUE,,3/3/2021 9:00:56 AM
00008178101114243676,TRUE,TRUE,TRUE,,3/3/2021 9:03:33 AM
00008178101114243881,TRUE,TRUE,TRUE,,3/3/2021 8:56:03 AM
00008178101114245540,TRUE,TRUE,TRUE,,3/3/2021 3:24:46 PM
00008178101114245885,TRUE,TRUE,TRUE,,3/3/2021 9:03:13 AM
00008178101114251374,TRUE,TRUE,TRUE,,3/3/2021 1:36:13 PM
00008178101114251831,TRUE,TRUE,TRUE,,3/3/2021 1:32:06 PM
00008178101114252364,TRUE,TRUE,TRUE,,3/3/2021 2:33:27 PM
00008178101114252388,TRUE,TRUE,TRUE,,3/3/2021 2:27:48 PM
00008178101114253538,TRUE,TRUE,FALSE,,3/3/2021 2:31:58 PM
00008178101114253613,TRUE,TRUE,TRUE,,3/4/2021 8:53:46 AM
00008178101114254474,TRUE,TRUE,TRUE,,3/3/2021 1:27:29 PM
00008178101114255525,TRUE,TRUE,TRUE,,3/3/2021 3:21:47 PM
00008178101114256836,TRUE,TRUE,TRUE,,3/4/2021 12:15:00 PM
00008178101114256874,TRUE,TRUE,TRUE,,3/4/2021 11:20:45 AM
00008178101114257116,TRUE,TRUE,TRUE,,3/3/2021 2:35:55 PM
00008178101114257260,TRUE,TRUE,TRUE,,3/3/2021 1:28:57 PM
00008178101114258564,TRUE,TRUE,TRUE,,3/3/2021 2:26:29 PM
00008178101114258700,TRUE,TRUE,TRUE,,3/4/2021 2:10:08 PM
00008178101114259011,TRUE,TRUE,TRUE,,3/3/2021 12:27:35 PM
00008178101114259271,TRUE,TRUE,TRUE,,3/4/2021 9:07:46 AM
00008178101114259578,TRUE,TRUE,TRUE,,3/3/2021 2:25:30 PM
00008178101114259929,TRUE,TRUE,TRUE,,3/3/2021 2:25:52 PM
00008178101114260062,TRUE,TRUE,TRUE,,3/3/2021 2:32:31 PM
00008178101114260369,TRUE,TRUE,TRUE,,3/3/2021 2:35:09 PM
00008178101114260437,TRUE,TRUE,TRUE,,3/3/2021 3:21:04 PM
00008178101114260680,TRUE,TRUE,TRUE,,3/5/2021 7:12:51 AM
00008178101114260871,TRUE,TRUE,TRUE,,3/3/2021 1:35:30 PM
00008178101114260895,TRUE,TRUE,TRUE,,3/4/2021 11:20:00 AM
00008178101114261243,TRUE,TRUE,TRUE,,3/3/2021 12:26:33 PM
00008178101114261274,TRUE,TRUE,TRUE,,3/3/2021 1:25:49 PM
00008178101114261304,TRUE,TRUE,TRUE,,3/3/2021 1:32:53 PM
00008178101114261335,TRUE,TRUE,TRUE,,3/3/2021 12:25:03 PM
00008178101114261366,TRUE,TRUE,TRUE,,3/3/2021 12:32:37 PM
00008178101114261441,TRUE,TRUE,TRUE,,3/4/2021 12:15:32 PM
00008178101114261458,TRUE,TRUE,TRUE,,3/4/2021 8:53:03 AM
00008178101114261519,TRUE,TRUE,TRUE,,3/4/2021 12:13:13 PM
00008178101114262653,TRUE,TRUE,TRUE,,3/4/2021 8:56:10 AM
00008178101114262813,TRUE,TRUE,TRUE,,3/4/2021 11:25:39 AM
00008178101114262851,TRUE,TRUE,TRUE,,3/3/2021 3:23:50 PM
00008178101114263803,TRUE,TRUE,TRUE,,3/4/2021 9:01:13 AM
00008178101114264114,TRUE,TRUE,TRUE,,3/3/2021 3:24:30 PM
00008178101114267030,TRUE,TRUE,TRUE,,3/4/2021 9:07:03 AM
00008178101114267559,TRUE,TRUE,TRUE,,3/4/2021 2:12:17 PM
00008178101114270191,TRUE,TRUE,TRUE,,3/4/2021 3:38:34 PM
00008178101114274557,TRUE,TRUE,TRUE,,3/3/2021 2:29:51 PM
00008178101114274625,TRUE,TRUE,TRUE,,3/3/2021 2:28:58 PM
00008178101114276674,TRUE,TRUE,TRUE,,3/4/2021 2:08:00 PM
00008178101114283559,TRUE,TRUE,TRUE,,3/4/2021 12:36:56 PM
00008178101114283580,TRUE,TRUE,TRUE,,3/4/2021 2:17:10 PM
00008178101114283603,TRUE,TRUE,TRUE,,3/3/2021 2:31:18 PM
00008178101114283825,TRUE,TRUE,TRUE,,3/3/2021 2:28:23 PM
00008178101114283924,TRUE,TRUE,TRUE,,3/3/2021 1:34:31 PM
00008178101114284082,TRUE,TRUE,TRUE,,3/3/2021 12:28:14 PM
00008178101114284341,TRUE,TRUE,TRUE,,3/3/2021 1:31:25 PM
00008178101114285782,TRUE,TRUE,TRUE,,3/3/2021 12:30:06 PM
00008178101114286222,TRUE,TRUE,TRUE,,3/3/2021 12:31:50 PM
00008178101114287687,TRUE,TRUE,TRUE,,3/3/2021 1:29:43 PM
00008178101114288219,TRUE,TRUE,TRUE,,3/3/2021 12:31:01 PM
00008178101114288257,TRUE,TRUE,TRUE,,3/3/2021 1:34:00 PM
00008178101114288332,TRUE,TRUE,TRUE,,3/3/2021 12:25:18 PM
00008178101114288783,TRUE,TRUE,TRUE,,3/3/2021 12:25:43 PM
00008178101114288929,TRUE,TRUE,TRUE,,3/4/2021 8:55:28 AM
00008178101114289254,TRUE,TRUE,TRUE,,3/3/2021 12:29:12 PM
00008178101114289490,TRUE,TRUE,TRUE,,3/3/2021 12:26:57 PM
00008178101114289544,TRUE,TRUE,TRUE,,3/4/2021 12:13:31 PM
00008178101114289858,TRUE,TRUE,TRUE,,3/3/2021 1:26:15 PM
00008178101114289896,TRUE,TRUE,TRUE,,3/3/2021 1:30:42 PM
00008178101114289957,TRUE,TRUE,TRUE,,3/4/2021 11:22:05 AM
00008178101114290342,TRUE,TRUE,TRUE,,3/3/2021 1:28:08 PM
00008178101114290786,TRUE,TRUE,TRUE,,3/3/2021 2:27:07 PM
00008178101114291141,TRUE,TRUE,TRUE,,3/3/2021 3:22:17 PM
00008178101114291288,TRUE,TRUE,TRUE,,3/4/2021 9:05:01 AM
00008178101114291318,TRUE,TRUE,TRUE,,3/3/2021 3:23:11 PM
00008178101114291752,TRUE,TRUE,TRUE,,3/4/2021 9:11:48 AM
00008178101114294302,TRUE,TRUE,TRUE,,3/3/2021 2:30:37 PM
00008178101114294432,TRUE,TRUE,TRUE,,3/3/2021 2:34:31 PM
00008178101114299420,TRUE,TRUE,TRUE,,3/4/2021 8:52:07 AM
00008178101114300461,TRUE,TRUE,TRUE,,3/3/2021 3:19:57 PM
00008178101114302311,TRUE,TRUE,TRUE,,3/3/2021 3:25:14 PM
00008178101114305923,TRUE,TRUE,TRUE,,3/4/2021 3:42:36 PM
00008178101114306005,TRUE,TRUE,TRUE,,3/4/2021 2:11:39 PM
00008178101114306135,TRUE,TRUE,TRUE,,3/4/2021 2:13:02 PM
00008178101114307293,TRUE,TRUE,TRUE,,3/4/2021 12:33:52 PM
00008178101114308870,TRUE,TRUE,TRUE,,3/4/2021 3:34:11 PM
00008178101114309105,TRUE,TRUE,TRUE,,3/4/2021 3:39:22 PM
00008178101114310019,TRUE,TRUE,TRUE,,3/4/2021 9:10:41 AM
00008178101114310040,TRUE,TRUE,TRUE,,3/4/2021 9:17:57 AM
00008178101114311214,TRUE,TRUE,TRUE,,3/4/2021 2:14:27 PM
00008178101114311238,TRUE,TRUE,TRUE,,3/4/2021 3:41:20 PM
00008178101114313966,TRUE,TRUE,TRUE,,3/4/2021 2:15:50 PM
00008178101114314000,TRUE,TRUE,TRUE,,3/4/2021 3:41:56 PM
00008178101114314550,TRUE,TRUE,TRUE,,3/5/2021 7:47:33 AM
00008178101114314871,TRUE,TRUE,TRUE,,3/4/2021 2:06:22 PM
00008178101114315045,TRUE,TRUE,TRUE,,3/4/2021 2:09:27 PM
00008178101114315113,TRUE,TRUE,TRUE,,3/4/2021 3:37:14 PM
00008178101114315991,TRUE,TRUE,TRUE,,3/4/2021 9:04:17 AM
00008178101114316509,TRUE,TRUE,TRUE,,3/4/2021 10:59:05 AM
00008178101114317810,TRUE,TRUE,TRUE,,3/4/2021 12:33:12 PM
00008178101114317995,TRUE,TRUE,TRUE,,3/4/2021 9:18:45 AM
00008178101114318923,TRUE,TRUE,TRUE,,3/4/2021 8:46:39 AM
00008178101114320568,TRUE,TRUE,TRUE,,3/4/2021 9:08:39 AM
00008178101114327574,TRUE,TRUE,TRUE,,3/4/2021 9:12:11 AM
00008178101114328106,TRUE,TRUE,TRUE,,3/4/2021 12:37:10 PM
00008178101114330376,TRUE,TRUE,TRUE,,3/4/2021 12:36:12 PM
00008178101114330406,TRUE,TRUE,TRUE,,3/4/2021 9:13:26 AM
00008178101114331267,TRUE,TRUE,TRUE,,3/4/2021 9:03:29 AM
00008178101114335166,TRUE,TRUE,TRUE,,3/3/2021 12:16:17 PM
00008178101114336897,TRUE,TRUE,TRUE,,3/4/2021 12:32:31 PM
00008178101114336903,TRUE,TRUE,TRUE,,3/4/2021 9:19:27 AM
00008178101114338273,TRUE,TRUE,TRUE,,3/4/2021 12:34:29 PM
00008178101114341976,TRUE,TRUE,TRUE,,3/4/2021 8:48:47 AM
00008178101114342539,TRUE,FALSE,TRUE,,3/4/2021 9:05:40 AM
00008178101114342775,TRUE,TRUE,TRUE,,3/4/2021 12:12:21 PM
00008178101114342799,TRUE,TRUE,TRUE,,3/4/2021 8:56:57 AM
00008178101114343994,TRUE,TRUE,TRUE,,3/4/2021 10:59:39 AM
00008178101114344403,TRUE,TRUE,TRUE,,3/5/2021 7:40:11 AM
00008178101114344588,TRUE,TRUE,TRUE,,3/4/2021 10:58:14 AM
00008178101114344809,TRUE,TRUE,TRUE,,3/4/2021 3:07:26 PM
00008178101114344960,TRUE,TRUE,TRUE,,3/9/2021 9:06:38 AM
00008178101114345011,TRUE,TRUE,TRUE,,3/5/2021 7:09:54 AM
00008178101114345073,TRUE,TRUE,TRUE,,3/5/2021 7:04:27 AM
00008178101114345240,TRUE,TRUE,TRUE,,3/4/2021 9:15:19 AM
00008178101114345639,TRUE,TRUE,TRUE,,3/4/2021 8:49:35 AM
00008178101114345653,TRUE,TRUE,TRUE,,3/4/2021 8:54:36 AM
00008178101114346094,TRUE,TRUE,TRUE,,3/4/2021 12:35:18 PM
00008178101114347404,TRUE,TRUE,TRUE,,3/4/2021 11:00:24 AM
00008178101114347893,TRUE,TRUE,TRUE,,3/4/2021 3:37:50 PM
00008178101114348159,TRUE,TRUE,TRUE,,3/4/2021 9:16:06 AM
00008178101114348661,TRUE,TRUE,TRUE,,3/5/2021 7:11:37 AM
00008178101114350060,TRUE,TRUE,TRUE,,3/4/2021 11:28:46 AM
00008178101114350138,TRUE,TRUE,TRUE,,3/4/2021 8:58:29 AM
00008178101114350176,TRUE,TRUE,TRUE,,3/4/2021 9:09:26 AM
00008178101114350206,TRUE,TRUE,TRUE,,3/4/2021 11:21:22 AM
00008178101114351210,TRUE,TRUE,TRUE,,3/4/2021 3:13:05 PM
00008178101114351418,FALSE,TRUE,TRUE,,3/4/2021 3:40:40 PM
00008178101114351715,TRUE,TRUE,TRUE,,3/4/2021 3:08:55 PM
00008178101114352057,TRUE,TRUE,TRUE,,3/4/2021 2:59:04 PM
00008178101114352248,TRUE,TRUE,TRUE,,3/5/2021 7:46:50 AM
00008178101114353993,TRUE,TRUE,TRUE,,3/5/2021 6:59:04 AM
00008178101114354617,TRUE,TRUE,TRUE,,3/4/2021 2:15:06 PM
00008178101114356376,TRUE,TRUE,TRUE,,3/4/2021 2:01:37 PM
00008178101114356406,TRUE,TRUE,TRUE,,3/4/2021 2:13:40 PM
00008178101114356499,TRUE,TRUE,TRUE,,3/4/2021 2:10:55 PM
00008178101114356598,TRUE,TRUE,TRUE,,3/4/2021 8:51:00 AM
00008178101114356826,TRUE,TRUE,TRUE,,3/4/2021 9:02:46 AM
00008178101114358394,TRUE,TRUE,TRUE,,3/4/2021 8:47:59 AM
00008178101114360793,TRUE,TRUE,TRUE,,3/4/2021 12:11:35 PM
00008178101114361042,TRUE,TRUE,TRUE,,3/4/2021 3:04:00 PM
00008178101114361059,TRUE,TRUE,TRUE,,3/4/2021 3:34:58 PM
00008178101114361097,TRUE,TRUE,TRUE,,3/4/2021 2:57:24 PM
00008178101114361103,TRUE,TRUE,TRUE,,3/4/2021 3:11:01 PM
00008178101114361110,TRUE,TRUE,TRUE,,3/6/2021 10:53:34 AM
00008178101114361882,TRUE,TRUE,TRUE,,3/4/2021 10:56:34 AM
00008178101114362261,TRUE,TRUE,TRUE,,3/4/2021 1:45:57 PM
00008178101114362292,TRUE,TRUE,TRUE,,3/4/2021 2:02:22 PM
00008178101114362315,TRUE,TRUE,TRUE,,3/4/2021 1:49:52 PM
00008178101114362537,TRUE,TRUE,TRUE,,3/4/2021 3:02:18 PM
00008178101114362988,TRUE,TRUE,TRUE,,3/4/2021 2:16:35 PM
00008178101114363060,TRUE,TRUE,TRUE,,3/4/2021 1:51:05 PM
00008178101114364722,TRUE,TRUE,TRUE,,3/5/2021 7:37:19 AM
00008178101114365583,TRUE,TRUE,TRUE,,3/4/2021 3:43:48 PM
00008178101114369468,TRUE,TRUE,TRUE,,3/4/2021 11:18:45 AM
00008178101114370686,TRUE,TRUE,TRUE,,3/4/2021 11:30:11 AM
00008178101114370860,TRUE,TRUE,TRUE,,3/4/2021 8:59:18 AM
00008178101114371232,TRUE,TRUE,TRUE,,3/4/2021 1:52:50 PM
00008178101114371829,TRUE,TRUE,TRUE,,3/5/2021 7:02:12 AM
00008178101114372239,TRUE,TRUE,TRUE,,3/5/2021 6:57:34 AM
00008178101114373014,TRUE,TRUE,TRUE,,3/5/2021 7:38:56 AM
00008178101114373267,TRUE,TRUE,TRUE,,3/4/2021 11:26:34 AM
00008178101114379283,TRUE,TRUE,TRUE,,3/4/2021 9:06:25 AM
00008178101114382924,TRUE,TRUE,TRUE,,3/4/2021 1:53:44 PM
00008178101114383136,TRUE,TRUE,TRUE,,3/4/2021 1:50:33 PM
00008178101114383808,TRUE,TRUE,TRUE,,3/4/2021 12:31:54 PM
00008178101114386380,TRUE,TRUE,TRUE,,3/5/2021 7:40:51 AM
00008178101114387202,TRUE,TRUE,TRUE,,3/4/2021 9:17:14 AM
00008178101114389855,TRUE,TRUE,TRUE,,3/5/2021 6:54:59 AM
00008178101114390752,TRUE,TRUE,TRUE,,3/4/2021 9:14:16 AM
00008178101114396464,TRUE,TRUE,TRUE,,3/4/2021 8:57:41 AM
00008178101114396556,TRUE,TRUE,TRUE,,3/4/2021 8:47:10 AM
00008178101114397188,TRUE,TRUE,TRUE,,3/4/2021 8:50:17 AM
00008178101114400703,TRUE,TRUE,TRUE,,3/4/2021 1:47:27 PM
00008178101114401250,TRUE,TRUE,TRUE,,3/4/2021 2:05:44 PM
00008178101114402189,TRUE,TRUE,TRUE,,3/4/2021 11:17:13 AM
00008178101114403926,TRUE,TRUE,TRUE,,3/4/2021 1:49:10 PM
00008178101114403933,TRUE,TRUE,TRUE,,3/4/2021 2:03:15 PM
00008178101114404060,TRUE,TRUE,TRUE,,3/4/2021 3:04:42 PM
00008178101114408181,TRUE,TRUE,TRUE,,3/4/2021 8:51:43 AM
00008178101114408372,TRUE,TRUE,TRUE,,3/4/2021 9:01:50 AM
00008178101114409393,TRUE,TRUE,TRUE,,3/4/2021 11:27:14 AM
00008178101114409508,TRUE,TRUE,TRUE,,3/4/2021 10:57:31 AM
00008178101114410047,TRUE,TRUE,TRUE,,3/4/2021 11:18:01 AM
00008178101114411174,TRUE,TRUE,TRUE,,3/6/2021 10:42:27 AM
00008178101114411488,TRUE,TRUE,TRUE,,3/6/2021 9:27:31 AM
00008178101114412232,TRUE,TRUE,TRUE,,3/6/2021 10:50:25 AM
00008178101114412416,TRUE,TRUE,TRUE,,3/6/2021 10:52:59 AM
00008178101114412690,TRUE,TRUE,TRUE,,3/5/2021 7:36:39 AM
00008178101114413031,TRUE,TRUE,TRUE,,3/4/2021 3:05:54 PM
00008178101114413420,TRUE,TRUE,TRUE,,3/4/2021 1:55:24 PM
00008178101114413536,TRUE,TRUE,TRUE,,3/4/2021 1:58:05 PM
00008178101114413635,TRUE,TRUE,TRUE,,3/4/2021 1:46:46 PM
00008178101114413963,TRUE,TRUE,TRUE,,3/4/2021 1:51:49 PM
00008178101114414199,TRUE,TRUE,TRUE,,3/4/2021 2:58:21 PM
